Ref.No,X8,X9,X10,X11,X12,X13,X14,X15
15620,-1,-1,-1,0,53342,56022,5806,5637
17645,-2,-1,0,0,756,0,0,11660
9657,-1,-1,-1,0,0,0,3000,1800
2117,-1,-1,0,0,416,568,1427,14947
22562,-1,-1,-1,-1,4164,701,411,955
7240,0,2,0,0,185738,187764,100526,94909
245,2,2,2,2,142,215,139,19
17492,-1,0,-1,-1,15856,510,2279,1796
2374,0,0,0,0,1181,1545,2319,1856
3347,-2,-2,-2,-2,2500,0,0,0
11168,0,0,-1,-1,2781,18180,3463,4256
421,0,0,0,2,25265,26354,27710,27959
3452,2,0,0,0,39052,44416,43407,44382
22733,0,0,0,0,15050,20852,26741,27854
8871,0,0,0,0,143701,126337,121378,75252
1494,0,0,0,-1,12458,7146,11529,20860
4692,-2,-2,-2,-2,1672,0,0,0
4838,0,0,0,0,22064,22338,23352,23301
23851,-1,2,-1,0,2890,390,1380,390
4097,-2,-2,-2,-2,736,736,736,736
7344,0,0,0,0,113516,116157,115639,115849
11515,0,0,0,0,135654,173946,176894,170754
7738,0,0,0,0,100608,95511,96288,100251
6843,2,2,2,0,15522,16469,15907,17140
22513,0,0,0,0,208009,212271,166288,168146
22145,-2,-2,-2,-2,1049,205,4962,13634
13272,-1,0,0,-1,7444,5755,34909,16313
18806,-1,-1,-1,0,3737,4332,332,0
7234,0,0,2,0,16787,17912,18706,20086
12338,-1,0,-1,-1,10554,568,22058,23205
15593,0,0,0,0,29557,30091,28247,28884
2320,-2,-2,-1,-1,2365,-581,-581,-2054
18234,0,-1,0,0,17253,161057,192054,20660
12384,-1,-1,-1,-1,2943,3352,3738,1794
7823,0,0,0,0,19508,19633,19685,18887
20947,0,0,0,0,126592,123377,59064,46825
1405,-2,-2,-2,-2,8385,-27,-27,-27
1908,-1,-1,-1,-1,578,7124,7620,0
2025,0,0,0,0,132758,83498,84837,85663
1639,2,0,0,0,70971,71272,69405,34045
20560,2,3,2,0,10449,10135,11926,11448
1705,0,0,0,0,60381,39798,38344,37311
8879,0,0,-1,-1,70537,38474,9299,10299
13305,0,0,0,0,82770,54523,30874,34939
20960,0,0,0,0,275367,255049,247090,242309
10446,0,0,0,0,218495,223270,227807,218047
1436,2,2,2,2,33752,32928,35572,34700
18222,2,2,0,0,13380,13264,19195,18497
18614,-2,-2,-1,0,-215,-215,-215,-215
21258,0,0,0,2,254893,258013,263493,268861
489,-1,0,-1,-1,396,1648,792,396
14039,0,0,0,0,200996,194699,183344,153880
22035,0,0,0,0,118695,125186,131648,137902
17272,-1,-1,-2,-1,3491,3859,8796,7991
23684,-2,-2,-2,-2,2771,4756,3496,4708
5937,-1,-1,-1,-1,4741,3767,10436,9650
22258,2,-1,-1,-1,0,351,199,3697
1818,-1,-1,-1,-1,816,803,2599,0
11225,0,0,0,0,50297,46613,46666,20162
10951,-2,-2,-2,-2,292,7948,3363,1774
14499,0,0,0,0,393159,44917,52366,29995
6548,0,0,-1,-1,70001,45813,44309,27428
522,0,0,0,0,-58,32991,36465,44310
9256,-1,-1,0,0,-100,200,400,46952
18111,2,0,0,2,65070,69480,67800,69182
23769,0,2,0,0,12699,13734,17634,17053
12473,0,0,0,0,174297,152251,96399,87026
15355,-1,-1,-1,-1,5459,20415,2141,2144
16988,0,0,0,0,55563,55222,54293,53294
23534,-2,-2,-2,-2,9270,43717,4153,4196
17915,0,0,0,0,7351,6225,3645,3090
12375,2,0,0,0,11553,11081,11021,11240
5205,-1,-1,-1,-1,2153,9869,4055,3000
12643,0,0,0,-1,43694,33357,44167,19806
14368,2,2,2,2,87603,93461,95022,95972
18692,-2,-2,-2,-2,1990,0,0,0
15513,2,2,2,2,19177,20054,20930,21291
21404,2,0,0,0,67374,70890,66782,67266
5133,-1,-1,-1,-2,4359,3814,4604,3350
12622,0,0,0,0,190919,191785,164602,136569
18759,-1,0,0,-2,1855,187,6254,16549
2227,0,0,2,0,250708,256157,261550,285233
1893,-1,-1,-2,-2,0,1313,880,0
13814,0,0,2,2,14559,15513,17242,18450
3874,0,0,0,0,32119,29498,26196,23806
14817,0,0,0,-1,130765,98506,94475,39368
18990,0,0,0,0,48509,50724,50453,19703
14880,0,0,0,0,73254,68005,63311,57304
13507,0,0,0,0,156853,139687,120586,123152
2591,-1,0,0,-1,586,14074,5672,5084
10536,0,0,0,0,79534,81391,77033,47413
21304,0,0,0,0,346225,353200,337593,341528
18199,2,2,3,2,8545,10177,10467,11987
3463,0,0,0,0,199669,204168,202381,172574
20861,-1,-1,-1,2,307321,4696,5579,8537
10164,0,0,0,0,100904,91354,160932,54967
13514,0,0,0,0,236267,239009,193335,194976
2779,0,2,0,0,228443,233958,252615,186443
14234,0,0,0,0,51116,49042,54439,9753
18219,0,0,0,0,40310,41634,44959,50198
13257,0,0,0,-1,54357,19435,11718,5265
20443,0,0,0,0,71048,74242,78032,81392
19941,-2,-1,0,-1,-390,-390,-390,10872
1186,0,0,0,-2,3714,4158,4654,3080
20570,-1,-1,-1,-1,690,665,1164,1523
14720,-1,-1,-1,-1,6785,57953,20367,6997
4224,-1,0,0,0,47595,28491,3642,12291
1654,-2,-2,-2,-2,0,0,0,0
23242,-2,-1,-1,-2,0,0,0,1004
5007,-2,-2,-2,-2,326,326,0,326
5895,-1,-1,2,-1,907,591,119,699
4280,0,0,0,0,76594,78254,78401,49496
7754,0,0,0,0,3947,5987,7739,8843
15038,0,2,2,0,65451,72277,78115,79244
8626,-1,0,0,0,27414,10053,151996,152753
765,0,0,0,0,240878,233838,238067,242579
16938,2,2,4,3,16357,19074,18482,20329
23142,-2,-2,-2,-2,0,0,0,0
19465,2,0,0,0,46319,49518,48188,49966
8896,-1,-1,-1,-1,390,390,390,390
11067,0,0,0,0,46410,48710,8108,7358
9942,2,0,0,0,30397,31148,28755,30720
19396,0,0,0,0,10281,32163,20421,19573
1840,2,2,2,2,142064,144900,146534,147955
22713,0,0,0,-1,384846,359926,349753,296465
11260,0,0,0,0,103540,98205,12605,10437
1402,0,0,0,0,30573,28473,29083,28313
21900,0,2,2,2,37005,38084,41156,39986
1792,0,0,0,0,18630,15996,16304,14973
9626,0,0,2,2,13470,14748,15761,17497
16073,0,0,0,0,19824,29311,30862,26614
6645,0,0,0,0,47060,48481,49505,17612
6961,0,0,0,0,48538,49580,47557,20914
1057,0,0,0,0,115056,108137,89722,69861
5570,0,0,0,0,82164,77060,76589,62892
18513,3,2,0,0,17294,21821,21197,20400
19267,-1,-1,-1,-1,313,0,313,152
6305,-1,-1,0,-1,100,100,109,1863
12760,-1,-1,0,-1,1825,2017,2476,5797
22705,0,-1,-1,-1,7437,8906,7718,1388
19538,-1,-1,-2,-2,19869,15584,4377,0
20022,3,2,2,-2,-363,204,204,204
10383,-1,0,0,-1,15069,0,14129,28246
274,0,0,0,0,11253,12852,14024,14512
12204,0,0,0,0,35639,42091,27751,30418
6534,0,-1,-1,-2,1955,2530,1845,3169
5369,0,0,0,2,39000,40123,41217,42193
383,0,0,0,0,100594,78372,91502,90859
10050,-2,-1,-1,-2,-2610,390,0,780
22908,-2,-2,-2,-2,8308,437,21645,5800
19217,0,0,0,0,1496,35007,32672,34087
2530,0,-1,-1,-2,5748,3203,2162,2150
10022,-1,-1,-1,-1,70910,30372,90588,3047
2321,-1,0,0,0,390,918,19583,19593
5300,-1,-1,-1,-1,-8,2379,0,11850
661,-2,-2,-2,-2,14150,8106,12431,12145
5666,0,0,0,0,296963,237684,178151,180993
14369,-2,-1,-1,-1,-237,-2400,-2400,3990
13607,0,-1,0,0,71586,59856,15379,2985
23163,0,0,0,0,137630,116209,117118,116689
14742,-1,-2,-2,-2,44461,8635,-2550,-3300
14513,2,2,-2,-2,0,1000,1000,0
10176,-1,-1,-1,-2,1030,4177,1786,1050
7071,2,2,2,2,28054,31201,31594,30787
761,0,0,0,2,43343,43360,23417,21969
15576,0,0,2,0,51716,113395,111693,115073
14025,0,0,0,0,50175,48275,49646,44051
1126,-2,-2,-2,-2,2285,0,0,0
18062,-1,-1,0,0,64276,64226,4254,145578
7050,-1,-1,-1,-1,2738,8192,3595,900
16557,0,0,0,0,134168,120734,124730,120423
14389,0,0,0,0,45803,46696,15287,7694
6049,0,0,0,0,21092,19756,19058,15146
16860,-2,-2,-2,-2,714,-68,-68,-68
15571,2,2,2,2,62177,60580,65489,66327
8298,-2,-2,-2,-2,0,0,0,0
2487,0,-1,-1,-1,26303,9408,5082,7732
18038,0,0,0,0,14124,15132,16483,18391
22143,-1,0,0,-1,800,1946,2612,3408
15624,2,-1,0,-1,396,792,396,792
1190,0,0,0,0,169263,174532,176686,165491
22151,-2,-2,-2,-2,902,0,0,0
2943,0,-1,0,0,288994,296230,158127,234456
5181,0,0,0,0,326065,339260,332032,280450
9936,0,0,0,0,10825,11377,10760,10973
5532,-1,0,0,-1,0,0,2251,2251
6224,0,0,0,2,86493,86960,87187,86669
2763,0,0,0,0,144414,145572,142816,145463
2755,0,0,0,0,3281,4325,5341,5751
20849,-1,-1,2,0,34617,34390,810,19009
18540,2,2,0,0,11202,12228,12738,11207
6314,-2,-2,-2,-2,0,0,0,0
11996,-1,-1,-1,-1,2619,1839,2544,1134
8300,0,0,-1,0,26144,26625,3600,0
11306,0,0,0,0,51319,52214,50260,32502
14446,0,0,0,0,60425,57786,55272,55925
1090,0,0,-1,-1,36513,37628,39579,40879
12896,0,0,0,0,50485,50397,49167,45077
1892,2,-1,-1,-1,-819,35457,819,2145
22526,-1,-1,-1,-1,9511,1468,3766,580
23373,0,0,0,0,62774,68284,74806,82241
9595,0,0,0,0,29252,30086,30680,30797
11608,-2,-2,-2,-2,2995,3808,5736,3328
12425,-1,-1,-1,-1,35258,17740,4698,5036
21470,-2,-2,-2,-2,435,0,0,295
3574,2,0,0,0,7680,10160,9844,9554
19088,0,0,0,0,59077,55607,54882,53894
23659,0,2,2,-1,14222,14701,17322,13137
10066,0,0,-1,-1,5552,4784,4743,2805
6045,2,2,2,2,4957,4957,4957,4957
21281,0,0,0,0,81647,65470,73855,41003
21413,0,0,0,0,42086,96998,133743,135900
4041,-1,-1,-1,-1,-8,-8,1632,-88
8820,0,0,0,0,26480,27529,28783,28312
3774,-2,-2,-1,2,0,0,0,0
13400,-2,-2,-2,-2,0,0,0,0
1368,0,0,0,0,42678,38239,22691,8807
11482,-1,-1,0,-1,32117,3502,2056,7756
21214,-2,-2,-2,-2,0,0,0,0
17778,0,0,0,0,4664,5680,6703,7853
8675,-2,-1,0,-1,-596,-1072,-1548,40733
17102,0,0,0,0,29304,28534,29906,30524
7505,2,2,2,2,27497,27960,28996,29321
2341,2,2,0,0,81774,79597,47168,45312
23292,-2,-2,-2,-2,0,0,0,0
3956,-1,-1,-1,-1,18045,17401,47608,12279
19247,2,2,0,0,36414,37516,38622,37706
1774,0,0,0,2,7180,6922,7849,8018
8082,0,-2,-2,-2,131791,17666,0,0
2401,-1,-1,-1,-1,220,4680,0,7500
17007,0,0,2,2,10994,12006,15967,17576
4843,0,0,0,0,38967,48465,57928,60359
4479,-1,0,-1,-1,6096,2886,8264,7776
2612,0,0,0,0,9576,9028,9644,9790
22931,0,0,0,-2,3817,8545,8961,11676
22830,-1,-1,-1,-1,80,80,3710,33605
11264,2,2,0,0,4393,4178,10018,5353
23484,0,0,0,0,13080,10911,18890,11026
4100,-1,-1,-1,-1,144396,150396,396,396
8733,-1,-1,-1,-1,-5,4582,2883,20099
15369,0,0,0,2,34510,33661,34913,36334
6096,0,-1,-1,-2,120430,123150,0,6261
3254,2,0,0,-1,4759,4540,4284,2946
6416,0,0,0,0,52690,51560,51047,48260
22822,0,0,0,0,215090,208556,214321,134517
4564,0,-1,-1,0,7445,14439,7391,948
16713,0,0,0,0,16500,17012,18181,19331
17931,0,2,0,0,12214,13694,16660,16100
15065,-2,-2,-2,-2,7278,800,437,11624
17571,0,0,0,0,96225,99606,100704,208794
18836,0,0,0,0,45109,44692,44308,43757
7122,0,0,0,0,164137,167734,171932,175152
3941,0,0,0,0,74813,75221,73293,72213
23735,0,0,0,0,8413,8611,15818,21813
14586,-2,-2,-2,-2,0,0,0,0
6252,-2,-2,-2,-2,0,999,0,0
7291,0,0,0,0,69937,69798,69200,44651
12132,0,0,2,0,69074,70811,67397,50126
4390,-1,0,0,0,-191,191,2898,4728
18395,0,0,0,0,262476,180959,162007,143679
10761,-2,-2,-2,-2,520,0,0,0
20339,2,2,2,2,39649,40194,41150,41670
18976,0,0,0,0,21777,20335,21699,22460
7970,-2,-2,-2,-1,16976,0,0,0
17488,0,0,0,0,92509,88281,80435,79969
16775,0,2,0,0,17676,17650,18740,18373
5358,-1,0,-1,-1,2016,1183,1307,800
3384,0,0,2,2,10448,10144,14516,19396
9516,0,0,0,0,49235,45173,39585,36189
3765,-1,-1,-1,-1,3196,16447,3317,10771
20587,-1,-1,-1,-1,24469,30689,19947,22529
6845,0,0,0,0,110488,107488,97021,86283
12799,0,0,0,0,105033,102513,100693,71253
10436,0,0,0,2,70096,71667,73043,73928
5464,2,0,0,0,4471,5747,5509,6260
21973,0,0,0,0,12492,11995,13324,14029
2104,0,0,0,0,139804,136528,57096,52694
20627,0,0,0,-1,38254,38919,17243,18478
10955,0,0,0,0,35792,36894,44848,39219
5565,0,0,0,0,137730,137498,137187,136807
3123,0,0,0,0,157480,155362,156387,159584
20233,-1,-2,-1,-1,390,11223,15225,4951
337,0,0,0,0,156882,160246,159988,158114
4010,0,0,0,0,91481,47099,47486,24769
3435,-1,-1,-1,-1,390,390,390,390
10195,2,4,3,2,6277,7019,9557,9269
19404,0,0,0,0,11904,13193,12236,13041
716,0,0,0,0,34962,32275,31253,32014
17964,0,0,0,0,71336,70393,131412,63823
14757,0,0,0,0,180387,182361,184097,177870
1175,0,0,0,0,81764,92071,43777,22806
473,-1,-1,-1,-1,2927,2790,1140,2144
12952,-2,-2,-2,-2,0,0,0,0
19535,0,0,0,0,5719,6633,3461,4471
19862,0,0,2,2,51176,48900,48854,50243
1243,-2,-2,-2,-2,0,0,0,1468
20939,-2,-2,-2,-2,6251,12501,4873,4071
736,-1,0,0,0,27345,-1041,17571,17920
12098,0,0,0,0,132082,131015,133815,134585
11779,0,0,0,0,15602,16629,17638,17989
3058,0,0,0,0,29596,29625,29523,29494
10765,2,0,0,0,52227,55264,52028,32140
7719,0,0,0,0,36472,33947,35518,30564
13059,0,2,2,0,26023,27054,29458,29737
11488,0,0,0,0,77720,79417,81326,81650
11865,-2,-2,-2,-1,0,0,0,0
19628,-1,-1,-1,-1,1603,1440,1440,1440
7843,-2,-2,-2,-2,0,0,0,0
3081,0,0,0,0,42740,44744,47539,17360
23689,-1,-1,-1,-1,846,1831,2776,0
19890,0,0,0,0,83719,81138,87523,77902
17217,2,-1,-1,-1,780,780,390,3115
6170,-2,-2,-2,-2,0,0,0,0
21880,2,0,0,0,115608,138097,130898,130950
636,-1,-1,-1,-2,550,228,0,228
8701,0,0,0,0,32782,33587,39572,44598
15067,0,0,0,0,403552,390237,368259,344875
751,-1,0,0,0,0,0,1756,2719
4493,2,2,2,2,32976,34154,33311,35246
9950,2,2,2,2,16368,15825,15274,17018
18824,0,0,0,0,542,22366,23816,24303
23542,0,0,0,0,196304,195766,195191,182027
6552,0,0,0,-1,19713,22378,24836,32816
19008,-2,-2,-2,-2,0,0,846,846
9179,0,0,0,0,17850,15528,13597,14088
8465,0,0,0,0,78833,80562,82718,85334
21608,-1,-1,-1,-1,13429,2984,9811,5136
22650,-1,-1,0,0,1302,3571,311,8088
5985,0,0,0,0,63845,65443,65169,64370
6006,-1,-1,-1,-1,2150,9413,6020,18468
18362,-1,0,-1,0,8570,527,11249,7816
18465,-2,-2,-1,-1,1178,2550,182,-2194
7441,-1,0,0,-1,2410,0,4494,3034
23669,-2,-2,-2,-2,24510,0,0,0
23427,2,0,0,0,19098,19953,18756,19968
17988,0,0,0,0,135053,141213,116710,93057
9781,-1,-1,-1,-1,1729,1262,6867,2271
4587,0,0,0,0,15237,16030,17948,18647
215,2,2,0,0,296573,303320,307843,479978
20867,2,2,2,2,47908,49823,48757,52312
13558,0,0,0,0,31283,32045,28974,23386
482,2,2,2,2,131367,146193,140202,144035
21227,0,0,0,-1,26597,16573,19080,13860
16794,0,0,0,0,13429,15688,17922,20111
9236,0,0,0,2,24906,26242,27360,27480
6627,0,0,0,0,98496,82803,79894,73984
14648,0,0,0,0,31637,27137,25986,23496
15702,-1,-1,-1,-1,586,-64,942,5378
18285,0,2,2,0,3697,5186,8225,8244
4676,0,0,0,0,90749,90595,89059,88822
2201,-1,-1,-1,-1,1070,4593,4705,1710
7542,2,2,0,0,19875,19273,21133,19121
1822,0,0,0,0,48088,45980,44231,32489
8918,0,0,0,0,26264,27536,28771,27744
12819,0,2,2,0,70488,51152,35122,28633
19552,-1,2,0,0,19830,15915,1736,1170
22381,-2,-2,-2,-2,6890,11002,517,11212
7672,2,0,0,2,95065,112893,110059,34125
4300,-1,-1,-1,-2,8288,21865,44440,3904
767,0,0,0,0,81665,46070,34419,36829
19031,0,0,0,2,49402,50361,48762,49671
20315,0,0,2,2,4924,4305,4770,5819
8030,-1,-1,-1,-1,13000,13576,15059,13000
4571,0,0,0,0,163982,161499,154469,121367
2544,-2,-2,-2,-2,2329,1894,2528,1865
7181,-1,-1,-1,-1,400,0,14583,2506
12133,0,0,0,0,160889,165400,166712,170059
6399,-1,-1,-1,-1,236,4324,1861,0
13012,0,0,0,2,34949,35686,37086,37967
1307,-1,-1,-1,-1,853,3128,4719,100
2352,0,0,0,0,264482,267508,255409,256321
19499,-2,-2,-2,-2,0,0,0,0
15339,0,0,0,0,339351,133681,100683,147127
8179,2,2,2,2,39634,40697,41526,42045
5921,-1,-1,-1,-1,105,271,588,111
11184,-1,-1,-1,-1,8289,389,389,389
8377,-1,-1,-1,-1,2444,1301,3207,3284
19240,-2,-2,-2,-2,17087,1617,8140,7258
21472,0,0,0,0,49550,43015,50238,49461
198,0,0,-1,0,18553,19446,19065,8332
15512,-1,-1,-1,-1,75,3707,697,0
17722,-1,-1,-1,-1,21794,12574,12608,-134
16362,-2,-2,-2,-2,2378,4884,329,2464
15305,0,0,0,0,85718,88476,90120,91124
10892,0,0,0,0,92281,92370,92446,65774
5140,-1,-1,-1,0,4673,16014,4063,5589
3548,0,0,0,0,191305,90497,92278,93354
6741,-2,-2,-2,-2,0,0,0,0
3356,0,0,0,0,363191,373421,363343,290371
21318,3,3,2,2,97719,99733,97297,98496
16803,-1,-1,0,-1,1930,305,6270,6396
22124,0,0,0,0,24434,22586,36569,28994
19647,-1,-1,0,0,25657,27877,1150,29225
14193,-1,-1,-1,-1,7701,7744,6997,1386
16084,2,2,-2,-2,5420,3978,3723,0
2795,-2,-2,-2,-2,0,0,0,0
8901,-1,-1,-1,-1,291,291,291,285
23756,0,0,0,0,48703,48836,48049,47060
11543,-2,-2,-1,0,-201,349,-199,0
13241,-1,-1,0,0,7887,2516,5252,13192
4365,0,0,0,0,338321,329178,320709,310208
19603,-2,-2,-2,-2,9730,0,0,0
6800,0,0,0,2,26170,25215,26189,26801
20761,-1,-1,-1,0,18079,6315,37046,0
4661,0,0,0,-2,60110,51784,50071,47099
18698,-2,-2,-2,-2,4392,11684,1127,1943
17030,0,0,0,0,50649,50607,49903,41083
21392,-1,-1,-1,-1,1269,3784,5755,2255
18939,0,2,2,2,43648,45919,50784,43238
23569,-1,-1,-1,-1,6940,6200,6962,9301
11945,0,0,0,0,47742,45529,42805,38017
16546,0,0,0,2,27889,26990,24706,25022
23025,0,0,0,0,352986,352870,350017,347410
14048,0,0,0,0,150693,154424,148564,105858
14429,3,3,3,3,1050,1050,1050,1050
17315,0,0,0,0,40672,39724,39475,39078
3547,0,0,0,0,59555,59684,59501,59075
21279,0,0,0,0,29628,29253,28342,28282
6877,-1,0,0,-1,40250,23022,12272,34345
1379,0,0,0,0,192461,195970,122214,124647
12450,-2,-2,-2,-2,20000,0,0,0
19102,0,0,0,0,2240,3100,4116,5280
6833,0,0,0,0,50587,51329,48122,43912
23241,0,0,0,0,110191,110736,63652,62738
8646,0,0,0,0,134245,137044,138197,140983
8834,-1,0,0,0,117793,93777,87401,38144
18998,0,0,0,2,221793,225079,229947,233122
14474,0,0,0,0,50105,50802,49988,19287
17307,-1,-1,-1,-2,295,748,-2,221
5042,0,0,0,0,272588,169978,156699,131276
11947,0,2,2,2,29883,27523,31010,30207
9801,0,0,0,0,19766,14066,11524,10812
6457,0,0,-2,-1,0,1042,4064,-8
23499,-1,-1,-1,-1,7990,13450,56729,-1310
9226,0,-1,-1,-2,21905,22473,21380,283
12498,0,2,2,2,156449,162377,174501,155355
8628,0,0,0,0,97669,92311,90519,80051
15978,0,0,0,0,72704,70907,59223,40128
5813,2,2,2,2,107689,109678,110887,111871
5922,-1,-1,0,0,107,107,1741,107
9611,-1,-1,-1,-1,4213,5897,2365,5004
15164,0,0,0,0,2006,3116,28844,25317
7654,0,0,0,0,16946,14960,12772,12630
14443,-2,-2,-2,-2,0,0,0,0
18155,0,0,0,0,27995,28977,29366,29553
18911,2,4,4,3,600,600,600,600
18140,0,0,0,0,85603,63733,61710,50106
453,0,-1,0,0,255691,262736,36638,122388
20948,-1,-2,-1,-1,6257,10445,7009,12515
7377,2,0,0,0,120890,122275,109903,80909
20415,0,0,0,0,60829,57556,59083,60051
3429,-2,-2,-2,-1,-874,-874,-874,-874
21007,0,-2,-2,-2,9278,10400,0,0
4857,0,0,0,0,51934,40855,37742,29450
7214,2,2,2,-1,9556,6434,5413,5841
2020,0,0,0,0,50922,50367,41627,42297
1036,0,0,2,2,43356,42381,46663,49877
8950,0,0,0,-1,8755,13290,11244,13444
9141,-2,-2,-2,-2,9625,2099,5306,8240
5001,-2,-2,-1,-1,0,0,0,0
9699,-2,-2,-2,-2,0,0,0,0
3557,-1,0,0,0,1073,3191,10693,11285
7566,0,0,0,0,239009,243242,242128,216017
16676,-2,-2,-2,-2,1313,1414,1258,2565
10722,0,0,0,0,6359,7461,5172,5931
16566,-2,-2,-2,-2,82150,0,0,0
22616,-2,-2,-2,-2,1385,4843,2942,1054
4375,3,2,2,0,51300,50222,49097,50036
7851,2,0,0,0,103398,100925,97701,99434
3015,-1,-1,-1,-1,7429,24325,40258,15103
8812,2,-2,-2,-2,1409,864,0,0
23915,0,0,0,0,19812,20388,19145,20124
2247,0,0,0,0,101458,99196,78458,76387
1548,0,0,2,0,30501,33113,33967,28115
21632,0,0,0,0,2871,6260,6651,6542
18919,2,2,2,2,155335,159438,163684,166163
16041,0,0,0,0,51012,49882,50446,49910
6477,0,-1,-1,2,41057,11150,6298,138307
21090,0,0,0,-2,74985,76745,19472,20650
23655,-2,-2,-2,-2,-20,-20,3640,2935
8211,-2,-2,-2,-2,11613,12893,10841,11900
1719,-2,-2,-2,-2,100323,37494,41300,0
22749,-2,-1,0,0,0,0,0,14071
16631,2,0,0,0,11147,9757,9423,3345
2580,0,0,2,2,18590,17838,18680,19788
22796,0,0,0,0,151123,134736,135593,120909
11337,-1,-1,-1,-1,2144,2085,2431,2198
15076,0,0,0,0,203647,185853,178531,170915
14682,0,0,0,0,43818,45021,49283,66144
4400,0,0,0,0,33710,33702,31682,33407
11262,0,0,0,0,51244,51819,53375,54620
41,0,0,0,0,218668,221296,206895,628699
12325,0,0,0,0,28495,29632,30629,29357
15413,-1,-1,-1,0,0,23621,29042,35000
8067,0,0,0,0,122024,123228,120339,122743
14549,0,0,-2,-2,8010,5932,4950,-2490
7382,0,0,0,0,49775,50600,47585,48493
20181,-2,-2,-1,0,0,0,0,0
22895,-1,-2,-2,-2,389,5889,389,389
14944,0,0,0,0,18112,18456,19004,19030
15965,2,2,0,0,78874,74268,66468,56847
6746,0,0,0,0,40604,42926,44209,45472
6850,0,0,0,0,67572,58969,57625,45675
9864,0,0,0,0,281950,263710,262786,254495
14202,2,0,0,0,174847,181556,94532,22800
2503,0,0,-2,-2,23939,23572,24148,0
7533,0,0,0,0,246284,218441,176099,170282
1781,-1,-2,-1,-1,697,500,0,0
10791,-1,-1,0,0,6059,1943,2402,18700
2801,0,0,0,-2,15523,17264,18325,15680
14901,2,-1,-1,-2,180,1582,1402,3244
20296,0,0,0,0,9979,9371,18488,27022
8209,-1,-1,-2,-2,19984,2099,12985,0
11009,2,2,2,2,12026,13531,13017,14299
4427,0,0,0,0,41799,43152,44625,45579
12784,-2,-2,-2,-2,11988,-890,-890,-890
6934,0,0,0,0,50739,50142,18894,18512
22547,0,0,0,-1,17332,14579,17814,8260
17555,-1,-1,-2,-2,2875,0,2125,0
15268,2,0,0,0,22419,24932,23502,24603
8791,0,0,-1,2,63421,40201,13802,0
11026,0,0,0,0,51054,52127,52651,53851
797,-2,-2,-2,-2,0,0,0,0
12496,-1,0,0,0,2467,-368,1465,2282
12187,0,0,0,0,48842,49709,30628,30993
7900,0,0,0,0,66002,68679,70906,71474
11584,-1,0,0,-1,1908,12699,7819,7831
790,0,0,-2,-2,55064,57833,9479,0
11204,0,0,0,0,173103,176817,180416,184018
11386,-1,-1,-1,-1,390,390,390,390
21671,-1,0,-1,-1,892,2180,10876,11714
20002,-1,-1,0,0,2156,1151,1151,35499
17663,-1,-1,0,0,24239,36674,1558,310852
11038,-2,-2,-2,-2,3354,-18,-18,-18
21538,0,0,2,0,11970,14445,16391,17804
20665,0,0,0,0,343248,334394,337272,340152
19469,0,0,0,0,61605,64250,66293,57657
23522,0,0,0,0,25239,26847,26319,26868
18581,2,2,0,0,29492,29697,30737,27808
22563,-1,0,0,0,13680,6729,119200,115893
11971,0,0,0,0,778,5898,8610,8402
19680,-1,-1,-1,0,411,209,217,613
8915,0,0,0,0,53260,37207,40560,41978
438,0,0,0,0,61807,62499,62162,60605
880,0,0,0,2,15294,16340,17359,17776
8545,-2,-2,-2,-2,-9,1844,0,0
12609,-1,-1,-2,-2,390,0,780,0
18797,-2,-2,-2,-2,2391,1550,802,302
18166,0,0,0,0,47282,47535,46578,17029
18405,-2,-2,-2,-2,37927,2047,3794,8521
16680,2,2,2,3,67923,69412,67734,73079
2404,-1,-1,-2,-2,752,169,1940,0
9890,-2,-2,-2,-2,0,0,0,0
13691,0,0,0,0,57605,48877,39689,27736
19966,0,0,0,0,73953,68207,55382,46629
23836,-2,-1,-1,-2,1865,0,0,1930
19640,3,3,3,2,20052,79532,79872,80662
22362,2,0,0,0,33604,35706,34064,30519
12943,-2,-2,-2,-1,0,0,0,0
18866,-2,-2,-2,-2,6241,0,0,0
3723,-1,0,0,0,19824,5000,19037,12344
19107,-2,-2,-2,-2,0,0,0,0
11614,0,0,0,-2,28949,30319,29400,30000
17163,0,-2,-1,0,12304,17000,0,0
2083,-2,-2,-2,-2,0,0,0,0
20969,0,0,0,0,140266,133372,129619,116388
12553,0,0,0,0,71255,71338,71267,69813
5870,0,0,0,0,122944,121530,107783,84353
19342,0,0,0,0,111925,107224,107126,101859
3795,0,0,0,0,75796,76004,67187,49924
7431,-2,-2,-2,-2,0,0,0,0
4498,-1,0,-1,-1,-9,-9,1739,1739
19282,-2,-2,-2,-2,6421,846,4292,0
4606,-1,-1,-1,-1,6136,5932,4353,3746
6754,6,5,4,3,16942,16721,16193,16445
8174,-1,-2,-2,-2,197746,151600,741,-659
20726,-2,-2,-2,-2,1068,1281,907,882
22215,-1,-1,-1,-1,20417,3061,7920,2830
2588,-1,-1,-2,-1,0,0,3726,0
12522,0,0,0,0,38975,35294,39295,38459
20125,0,0,0,0,22657,19940,19870,18155
23624,-1,2,2,2,7604,7320,150,150
2236,0,0,0,-1,37283,24748,21854,21711
9512,0,0,0,0,22430,23763,24564,26145
13313,-2,-2,-2,-2,17095,18261,19313,19304
10312,0,0,0,0,108214,107512,82828,47978
19714,-2,-2,-2,-2,-4,-4,853,0
10284,0,0,0,0,27234,20191,26276,26847
