Ref.No,X1,X2,X3,X4,X5,X6,X7,Y
5300,360000,2,1,2,36,1,-1,0
661,160000,2,1,1,33,-2,-2,0
5666,250000,2,3,1,55,0,0,1
14369,450000,2,1,2,54,1,-2,0
13607,70000,1,2,2,38,0,0,0
23163,280000,2,1,1,32,0,0,0
14742,50000,1,3,2,31,-1,-1,1
14513,360000,1,2,2,30,-2,-1,0
10176,20000,2,3,1,34,-1,-1,0
7071,80000,1,1,1,40,0,0,1
761,50000,2,2,2,52,1,2,1
15576,110000,1,2,2,55,0,0,1
14025,50000,2,1,1,50,1,2,0
1126,300000,1,1,1,38,-1,-1,0
18062,150000,1,2,1,31,0,0,0
7050,50000,2,2,1,34,-1,-1,0
16557,180000,1,2,2,27,0,0,0
14389,50000,1,3,2,22,0,0,0
6049,400000,1,2,2,29,1,2,0
16860,360000,1,1,2,33,-2,-2,0
15571,130000,1,1,1,40,2,2,0
8298,50000,2,2,2,22,1,-2,0
2487,260000,1,2,1,28,0,0,0
18038,20000,1,2,1,42,0,0,0
22143,300000,2,1,1,26,2,-1,0
15624,130000,2,2,2,30,-1,-1,0
1190,180000,2,1,2,24,0,0,0
22151,500000,2,2,2,29,-2,-2,0
2943,290000,2,2,2,30,0,0,1
5181,340000,2,1,2,47,0,0,1
9936,50000,1,3,1,38,0,0,0
5532,190000,2,2,2,25,1,-2,0
6224,90000,2,3,2,28,0,0,0
2763,190000,1,2,1,39,0,0,0
2755,20000,1,1,2,22,0,0,0
20849,50000,1,3,2,39,0,0,0
18540,20000,2,2,1,25,2,2,1
6314,360000,1,1,2,29,1,-2,0
11996,180000,1,1,2,28,-1,-1,1
8300,80000,2,2,2,27,0,0,0
11306,50000,1,2,1,31,0,0,1
14446,60000,2,2,2,24,1,2,1
1090,310000,2,1,2,28,0,0,0
12896,50000,2,2,2,25,0,0,0
1892,150000,1,1,1,30,1,-1,0
22526,500000,2,2,1,33,-1,-1,0
23373,430000,2,1,2,30,0,0,0
9595,130000,1,2,2,29,0,0,0
11608,240000,1,2,2,46,-2,-2,0
12425,220000,1,3,2,30,0,0,0
21470,30000,2,2,1,28,-2,-2,0
3574,10000,1,1,2,24,0,0,1
19088,50000,2,3,1,29,2,2,1
23659,180000,2,2,2,36,0,0,0
10066,100000,1,1,2,27,0,0,1
6045,500000,1,1,1,55,2,2,1
21281,80000,1,2,1,61,0,0,1
21413,180000,2,4,2,26,0,0,0
4041,250000,1,1,1,42,1,-2,0
8820,30000,2,1,1,41,0,0,0
3774,140000,2,1,1,66,1,-2,0
13400,80000,2,3,2,26,1,-2,1
1368,50000,1,3,2,22,0,0,1
11482,150000,2,2,1,40,-1,-1,0
21214,360000,1,3,2,33,-2,-2,0
17778,70000,2,3,2,55,0,0,0
8675,190000,1,3,1,54,1,-2,0
17102,30000,2,2,1,25,1,2,1
7505,120000,1,2,1,60,2,2,1
2341,80000,1,2,2,25,1,2,0
23292,180000,2,2,1,39,-2,-2,1
3956,240000,2,2,1,49,-1,-1,0
19247,100000,2,2,1,38,2,2,0
1774,50000,1,2,2,25,2,2,1
8082,200000,1,2,2,27,-1,0,0
2401,180000,1,2,1,30,-1,-1,0
17007,20000,2,3,1,24,0,0,1
4843,210000,1,2,2,30,0,0,0
4479,200000,2,1,2,25,-2,-2,0
2612,10000,1,2,2,32,0,0,0
22931,90000,2,2,1,33,0,0,0
22830,400000,2,1,1,42,-1,2,0
11264,130000,2,2,2,25,1,2,0
23484,20000,2,2,1,31,0,0,0
4100,450000,2,6,1,51,-1,-1,0
8733,230000,2,3,1,48,1,-1,0
15369,220000,2,1,1,44,2,2,1
6096,460000,1,2,1,31,0,0,0
3254,50000,1,3,1,47,1,3,1
6416,80000,1,2,1,47,0,0,0
22822,200000,2,3,1,35,0,0,0
4564,390000,1,1,1,41,-1,0,0
16713,20000,1,3,2,35,0,0,0
17931,20000,1,2,2,31,0,0,0
15065,240000,1,1,1,46,-2,-2,0
17571,320000,2,2,1,40,0,0,0
18836,80000,2,2,2,25,0,0,0
7122,260000,2,2,1,47,0,0,0
3941,270000,2,2,1,34,0,0,0
23735,200000,2,3,1,50,0,0,0
14586,110000,2,1,2,32,1,-2,1
6252,120000,2,2,1,43,-2,-2,1
7291,80000,2,2,2,33,0,0,0
12132,70000,2,2,2,23,2,0,1
4390,130000,2,2,2,27,1,-1,0
18395,290000,2,2,2,24,0,0,1
10761,90000,2,2,2,24,-1,-1,0
20339,50000,2,3,1,58,1,3,0
18976,70000,2,1,2,28,0,0,0
7970,70000,2,3,1,56,0,0,0
17488,160000,2,3,2,35,0,0,0
16775,20000,1,2,2,34,0,0,0
5358,270000,2,1,2,27,-1,-1,0
3384,110000,2,2,1,36,1,2,1
9516,140000,2,2,2,23,0,0,0
3765,510000,1,1,1,41,-1,-1,0
20587,380000,1,1,2,29,0,-1,0
6845,120000,2,1,2,29,0,0,0
12799,100000,2,1,2,30,1,2,0
10436,100000,2,2,1,33,0,0,0
5464,30000,2,2,2,25,-1,2,0
21973,20000,2,2,2,23,2,2,1
2104,180000,1,1,2,30,0,0,0
20627,160000,1,2,2,32,0,0,0
10955,430000,2,1,2,34,0,0,0
5565,140000,2,3,1,60,0,0,1
3123,280000,2,1,2,32,0,0,0
20233,280000,2,1,1,51,-2,-1,1
337,260000,2,1,2,30,0,0,0
4010,50000,1,2,2,47,0,0,0
3435,190000,1,1,1,55,-1,-1,1
10195,10000,1,3,1,46,-1,2,1
19404,20000,2,2,1,38,0,0,0
716,50000,2,2,1,49,0,0,0
17964,70000,1,2,2,32,0,0,1
14757,180000,1,1,2,28,0,0,0
1175,140000,2,2,1,29,0,0,1
473,180000,1,2,1,34,-1,-1,0
12952,80000,2,2,2,24,1,-2,0
19535,100000,2,3,1,43,0,0,0
19862,50000,2,2,2,27,1,2,1
1243,160000,2,2,1,45,-2,-2,0
20939,280000,1,2,2,39,-2,-2,0
736,70000,2,3,1,50,-2,-2,0
12098,210000,2,2,1,32,0,0,0
11779,60000,1,3,2,57,0,0,0
3058,30000,1,2,2,47,0,0,0
10765,50000,2,1,2,24,0,0,0
7719,150000,2,2,1,30,1,2,1
13059,50000,2,2,2,26,2,0,1
11488,190000,2,1,2,38,0,0,0
11865,50000,1,2,1,36,1,-2,0
19628,100000,2,2,1,44,0,-1,0
7843,120000,2,1,2,25,1,-2,1
3081,50000,2,3,1,32,0,0,0
23689,360000,2,3,1,50,-1,-1,1
19890,310000,2,3,1,35,0,0,0
17217,360000,2,3,2,30,-1,2,0
6170,360000,1,1,2,29,-2,-2,1
21880,190000,2,2,2,26,0,0,0
636,20000,2,3,1,44,-1,-1,0
8701,310000,1,2,1,36,0,0,0
15067,420000,1,1,2,39,0,0,0
751,50000,2,2,1,26,1,-2,0
4493,50000,1,2,2,26,2,2,1
9950,30000,2,2,2,25,1,3,0
18824,210000,2,2,2,27,-2,-1,1
23542,200000,2,1,2,33,0,0,0
6552,260000,2,2,2,27,0,0,1
19008,230000,2,1,2,30,-2,-2,0
9179,20000,1,2,2,24,0,0,0
8465,470000,1,2,2,31,0,0,0
21608,130000,2,2,2,23,-1,0,0
22650,320000,2,2,2,35,-1,-1,0
5985,70000,1,1,2,33,0,0,0
6006,230000,1,3,1,53,-1,-1,0
18362,130000,2,2,2,22,0,-1,0
18465,80000,2,1,2,23,-1,-1,0
7441,50000,2,2,2,38,0,0,0
23669,230000,2,2,1,39,0,0,0
23427,20000,2,2,1,29,2,2,0
17988,240000,1,3,2,36,0,0,0
9781,210000,1,1,1,42,-1,-1,0
4587,20000,1,3,2,49,0,0,0
215,470000,1,2,2,27,2,2,0
20867,60000,1,2,2,32,1,2,0
13558,130000,2,1,2,28,0,0,1
482,140000,1,2,2,26,0,0,1
21227,500000,1,2,1,33,0,0,0
16794,220000,1,2,1,37,0,0,0
9236,80000,1,2,2,26,0,0,0
6627,440000,2,2,2,40,0,0,0
14648,80000,1,1,2,29,0,0,0
15702,220000,1,1,1,33,-1,-1,0
18285,10000,1,2,2,54,0,0,0
4676,90000,2,1,2,29,0,0,0
2201,140000,2,1,2,30,2,-1,1
7542,50000,1,2,2,22,-1,2,1
1822,110000,2,1,2,29,0,0,0
8918,30000,2,2,2,27,0,0,1
12819,70000,2,2,2,25,0,0,0
19552,30000,2,3,2,46,2,2,0
22381,200000,2,1,2,32,-2,-2,0
7672,200000,1,1,2,28,-2,-1,0
4300,360000,2,1,2,31,-1,-1,0
767,110000,2,2,1,35,0,0,0
19031,50000,2,3,3,49,0,0,0
20315,110000,2,3,1,55,-1,2,1
8030,350000,2,2,1,46,-1,-1,0
4571,160000,1,2,2,29,0,0,0
2544,230000,2,2,1,34,-2,-2,0
7181,300000,2,1,1,42,-1,-1,0
12133,280000,2,1,2,27,0,0,0
6399,50000,1,1,2,24,-1,-1,0
13012,110000,1,2,2,26,0,0,0
1307,70000,2,1,2,23,-1,-1,0
2352,580000,1,1,1,42,0,0,0
19499,180000,2,1,2,46,-2,-2,1
15339,150000,2,2,1,36,0,0,0
8179,50000,1,2,2,29,2,2,1
5921,200000,2,1,2,30,-1,-1,1
11184,360000,1,2,1,47,0,-1,0
8377,200000,2,1,1,36,-1,-1,0
19240,80000,2,2,1,35,-2,-2,0
21472,180000,2,1,2,28,0,0,0
198,20000,2,1,2,22,0,0,0
15512,200000,1,2,1,36,-1,-1,0
17722,500000,2,1,1,50,-1,-1,0
16362,260000,2,1,1,32,-2,-2,0
15305,90000,2,3,1,38,-1,0,0
10892,140000,1,2,2,41,0,0,0
5140,250000,2,1,2,42,-1,-1,0
3548,250000,1,3,1,28,0,0,0
6741,150000,2,1,1,32,1,-2,0
3356,380000,2,2,1,48,0,0,0
21318,150000,1,1,1,55,3,3,1
16803,50000,1,2,1,38,-1,-1,0
22124,420000,2,2,2,26,0,0,0
19647,120000,2,2,1,30,0,0,0
14193,230000,2,1,2,27,0,0,0
16084,140000,2,2,2,28,1,2,0
2795,150000,2,1,1,33,1,-2,1
8901,150000,1,1,2,55,-1,-1,0
23756,50000,2,2,1,56,0,0,0
11543,30000,1,2,1,26,-2,-2,0
13241,440000,2,3,2,36,0,-1,0
4365,360000,2,2,1,49,0,0,0
19603,30000,2,2,2,38,0,0,0
6800,80000,1,2,2,24,0,0,1
20761,240000,1,1,1,35,-1,-1,0
4661,80000,1,1,1,36,0,0,0
18698,320000,2,1,2,28,-2,-2,0
17030,50000,2,2,2,24,0,0,0
21392,200000,1,2,1,65,-1,-1,0
18939,50000,2,2,1,28,0,0,0
23569,150000,2,1,1,43,-1,-1,0
11945,170000,2,2,2,29,0,0,0
16546,30000,1,2,2,26,0,0,0
23025,500000,2,2,1,36,0,0,0
14048,170000,1,2,1,30,0,0,0
14429,30000,1,2,2,25,2,2,1
17315,40000,2,3,1,30,1,2,0
3547,150000,2,2,2,23,0,0,0
21279,30000,1,2,2,51,0,0,0
6877,360000,1,0,2,30,0,0,0
1379,200000,1,1,1,58,0,0,0
12450,260000,2,3,1,31,0,0,0
19102,10000,2,2,1,49,2,0,1
6833,70000,1,1,2,26,2,0,0
23241,110000,2,3,1,42,0,0,0
8646,240000,1,1,2,28,0,0,0
8834,90000,1,2,1,37,2,-1,0
18998,330000,2,2,1,28,0,0,0
14474,50000,2,2,1,25,2,0,0
17307,20000,2,2,2,40,-1,-1,0
5042,310000,1,1,2,28,0,0,1
11947,30000,2,2,1,25,0,0,1
9801,50000,1,2,2,23,0,0,0
6457,450000,2,1,2,32,1,-1,0
23499,230000,2,1,2,33,0,-1,0
9226,160000,2,2,2,23,0,0,0
12498,200000,1,1,2,34,0,0,1
8628,100000,1,2,2,31,1,2,0
15978,80000,2,2,1,38,0,0,0
5813,190000,1,1,2,36,2,2,1
5922,230000,2,2,1,45,-1,-1,0
9611,150000,1,3,2,31,-1,-1,0
15164,30000,2,2,2,22,-1,0,0
7654,20000,1,3,1,39,0,0,0
14443,50000,2,1,2,34,1,-2,0
18155,30000,1,3,2,32,0,0,0
18911,110000,2,2,2,29,3,2,1
18140,240000,1,1,2,33,0,0,0
453,260000,1,2,2,37,0,0,0
20948,500000,1,1,1,35,-1,-1,0
7377,130000,2,2,2,31,1,2,0
20415,80000,1,2,2,27,0,0,0
3429,150000,2,1,2,42,1,-2,0
21007,20000,1,5,1,28,0,0,0
4857,60000,1,2,2,32,0,0,0
7214,140000,1,1,2,32,-1,-1,0
2020,50000,2,2,1,36,2,0,1
1036,60000,1,2,2,27,1,2,1
8950,80000,2,2,1,39,0,0,0
9141,150000,2,1,2,28,-2,-2,0
5001,170000,2,3,1,61,1,-2,0
9699,50000,1,3,2,29,-2,-2,0
3557,180000,1,1,2,29,-2,-2,0
7566,240000,1,1,2,33,0,0,0
16676,230000,1,3,1,46,-2,-2,0
10722,30000,2,1,2,28,0,0,0
16566,80000,1,2,2,29,0,0,0
22616,250000,2,2,1,40,-2,-2,0
4375,50000,2,3,2,54,4,4,1
7851,160000,2,2,1,25,4,3,0
3015,200000,1,1,2,35,-1,-1,0
8812,10000,2,3,1,49,-1,2,1
23915,20000,1,3,2,23,0,0,0
2247,140000,1,1,2,32,0,0,0
1548,50000,2,2,2,23,0,0,0
21632,400000,2,1,2,26,-1,0,0
18919,190000,2,1,2,28,2,2,1
16041,50000,2,2,1,34,0,0,0
6477,400000,1,1,2,29,0,0,0
21090,150000,1,2,1,40,0,0,0
23655,160000,2,2,1,36,-2,-2,1
8211,300000,2,2,1,33,-2,-2,0
1719,250000,2,2,1,45,-2,-2,0
22749,30000,2,3,1,46,1,-2,0
16631,120000,1,2,2,25,0,0,0
2580,20000,2,3,2,22,1,2,1
22796,260000,2,2,1,33,0,0,1
11337,300000,1,1,2,32,-1,-1,0
15076,520000,1,1,2,34,0,0,0
14682,500000,2,2,2,31,0,0,0
4400,220000,2,1,2,32,0,0,0
11262,120000,2,2,2,27,2,0,0
41,360000,1,1,2,33,0,0,0
12325,30000,1,1,2,24,0,0,0
15413,420000,2,1,1,45,1,-1,0
8067,180000,2,2,2,29,0,0,0
14549,130000,1,2,1,35,0,0,0
7382,70000,2,2,1,37,0,0,1
20181,170000,2,1,1,33,1,-2,0
22895,200000,2,2,2,30,-2,-1,0
14944,30000,1,2,1,53,0,0,0
15965,50000,2,2,1,39,2,2,1
6746,310000,2,2,2,26,0,0,0
6850,70000,2,2,2,55,0,0,0
9864,290000,2,1,2,47,0,0,0
14202,180000,2,1,2,30,0,0,1
2503,100000,2,2,2,30,0,0,0
7533,290000,1,1,2,27,0,0,0
1781,450000,1,1,1,41,-1,-1,0
10791,120000,1,2,1,34,-1,-1,0
2801,20000,1,3,3,46,0,0,0
14901,150000,2,1,2,37,-1,2,0
20296,260000,2,3,1,52,1,2,1
8209,270000,1,1,1,51,-1,-1,1
11009,70000,1,1,1,40,1,2,0
4427,110000,2,2,1,28,0,0,0
12784,160000,2,1,2,35,0,0,0
6934,50000,1,3,3,59,0,0,0
22547,180000,2,1,2,32,0,0,0
17555,180000,2,2,2,39,0,0,0
15268,30000,2,2,1,34,1,2,0
8791,290000,1,1,1,40,0,0,0
11026,170000,2,2,1,43,0,0,0
797,230000,2,1,2,29,-2,-2,0
12496,50000,1,1,2,26,2,2,1
12187,50000,1,2,2,42,0,0,0
7900,80000,2,3,1,53,0,0,0
11584,280000,2,1,1,37,0,-1,0
790,60000,2,2,2,29,-1,0,0
11204,200000,1,2,2,31,0,0,0
11386,130000,2,2,2,27,-1,-1,0
21671,100000,2,2,2,23,-1,-1,0
20002,100000,2,1,2,38,3,2,0
17663,500000,2,3,2,46,-1,0,0
11038,150000,1,1,2,32,2,2,1
21538,50000,2,2,2,22,0,0,0
20665,370000,1,2,2,39,1,2,1
19469,340000,2,2,1,32,0,0,0
23522,30000,2,2,1,35,0,0,0
18581,30000,2,1,2,24,1,2,0
22563,160000,2,2,2,30,0,0,0
11971,30000,1,2,1,47,-1,-1,1
19680,260000,2,2,1,40,-1,-1,0
8915,330000,1,2,2,28,0,0,0
438,110000,1,3,1,37,0,0,0
880,20000,2,2,1,43,2,0,0
8545,450000,1,1,1,34,-2,-2,1
12609,10000,1,2,1,30,-1,-1,1
18797,320000,2,2,2,29,-2,-2,0
18166,50000,1,2,2,42,0,0,0
18405,360000,2,2,2,23,0,0,0
16680,140000,1,2,2,32,1,2,1
2404,320000,1,1,2,32,-1,2,1
9890,50000,2,3,1,45,1,-2,0
13691,60000,2,3,3,53,0,0,0
19966,270000,2,2,1,36,0,0,0
23836,110000,2,1,1,52,-1,-1,0
19640,90000,2,1,2,31,2,2,0
22362,200000,2,2,1,30,0,0,0
12943,240000,1,1,1,38,1,-2,0
18866,150000,2,1,1,29,2,2,0
3723,80000,1,1,2,31,0,-1,0
19107,150000,2,1,2,27,-2,-2,1
11614,30000,1,2,2,33,0,0,0
17163,20000,2,3,1,30,0,0,0
2083,50000,2,2,1,42,1,-2,0
20969,160000,1,2,2,37,0,0,0
12553,70000,1,1,1,42,0,0,1
5870,130000,2,2,1,37,0,0,0
19342,100000,2,2,1,41,0,0,0
3795,120000,2,1,2,24,0,0,0
7431,210000,2,2,1,30,-2,-2,0
4498,210000,1,1,1,38,1,-2,1
19282,200000,2,1,2,33,-2,-2,0
4606,160000,2,2,2,51,-1,-1,0
6754,20000,2,2,1,44,8,7,1
8174,360000,1,2,2,33,1,-1,0
20726,450000,1,2,1,41,-2,-2,0
22215,80000,2,2,1,27,0,-1,0
2588,130000,2,1,2,32,1,-2,0
12522,230000,2,2,2,41,0,0,0
20125,80000,2,2,1,36,0,0,0
23624,80000,2,2,2,32,1,2,1
2236,140000,2,2,1,26,0,0,0
9512,50000,1,2,1,36,0,0,0
13313,50000,1,3,2,34,-2,-2,0
10312,110000,2,2,1,45,0,0,0
19714,290000,2,1,2,27,-2,-2,0
10284,140000,2,1,1,33,0,0,0
6036,280000,1,1,1,45,-1,-1,1
22854,180000,2,3,1,32,-1,-1,0
23497,180000,2,1,2,32,-2,-2,0
6686,280000,2,2,2,29,0,0,0
10778,510000,2,1,1,37,-1,-1,0
18418,110000,2,2,1,24,1,1,0
12483,50000,1,1,2,30,-1,-1,0
540,110000,2,2,1,40,1,2,0
2537,260000,2,2,1,36,0,0,1
3230,130000,2,5,2,27,0,0,0
2420,300000,2,1,1,51,0,0,0
12990,100000,2,2,2,36,-1,-1,0
17264,70000,2,3,1,34,0,0,0
3304,470000,1,2,1,52,0,0,0
13011,60000,1,2,2,26,-1,-1,0
12588,10000,1,2,2,27,2,2,1
3625,290000,2,2,1,48,-1,-1,0
9334,320000,1,2,2,37,0,0,0
2611,340000,2,2,2,39,0,0,0
3758,180000,2,1,2,27,1,-2,1
9082,120000,2,1,1,51,0,0,0
18846,120000,2,2,1,27,0,0,1
12343,80000,2,2,2,24,0,0,0
9072,260000,2,2,1,53,0,0,0
8621,350000,1,2,2,36,0,0,0
20316,150000,2,2,1,53,-1,-1,0
20832,80000,1,3,1,42,-2,-2,0
15563,520000,1,1,1,38,0,0,0
13010,110000,2,2,1,49,-2,-2,0
14087,30000,1,2,1,54,0,0,0
1019,240000,2,3,1,40,1,-2,0
6970,450000,2,1,2,45,1,-2,0
17757,10000,2,3,1,51,3,2,1
5285,80000,1,2,1,36,2,2,1
14627,20000,2,2,1,45,-1,-1,0
7762,220000,1,1,2,31,-1,-1,0
8702,340000,2,3,2,46,1,-1,1
21167,150000,1,1,2,31,3,2,1
9009,560000,1,2,1,32,1,-2,0
13435,70000,1,1,2,30,0,0,0
13815,360000,1,2,1,37,-2,-1,0
19164,350000,2,3,1,36,0,0,0
16853,390000,1,2,2,33,0,0,0
16374,280000,2,2,1,49,0,0,0
18036,100000,1,2,2,38,2,0,1
10096,30000,2,2,2,26,0,0,0
13843,250000,1,2,2,45,2,0,1
6785,100000,2,1,2,24,-1,3,0
4215,110000,2,3,1,39,0,0,0
9231,50000,1,2,2,25,1,-2,0
22596,240000,2,2,1,49,-2,-1,0
16091,160000,2,2,1,35,2,-1,0
7447,120000,1,3,1,40,0,0,0
7571,50000,1,3,1,42,0,0,0
9629,150000,2,1,2,34,1,-2,1
22309,20000,2,2,2,27,0,0,0
16060,60000,2,3,1,32,0,0,1
22971,80000,2,1,2,23,0,0,0
7890,70000,1,2,1,33,0,0,0
13263,40000,2,2,1,24,2,0,1
21197,230000,1,2,1,35,0,0,0
17210,90000,2,1,2,28,-1,-1,0
16208,80000,2,2,2,45,0,0,0
14670,80000,2,3,2,50,0,0,0
8482,310000,2,1,2,27,-1,-1,0
8224,30000,1,2,2,30,4,3,0
273,260000,2,1,2,58,1,-2,1
5935,120000,2,1,2,31,0,0,0
20983,80000,1,1,2,39,0,0,0
1658,50000,1,1,2,28,0,0,0
4888,90000,1,2,2,29,0,0,0
7536,110000,1,2,2,47,2,2,1
3059,50000,1,2,1,37,-1,-1,0
4724,200000,2,2,2,31,0,0,0
16823,20000,1,2,1,38,1,2,0
15580,460000,1,2,1,51,-1,-1,1
8990,210000,2,2,1,34,0,0,0
19928,330000,2,2,1,39,1,-1,0
20553,200000,1,1,2,28,-2,-2,0
5772,300000,1,2,1,40,-2,-2,0
13182,30000,2,2,1,25,0,0,0
17389,130000,2,2,2,44,2,0,1
7123,390000,1,1,1,45,2,2,1
9849,500000,1,2,2,27,0,0,0
10231,140000,1,2,1,38,2,2,0
1158,470000,1,3,1,39,1,-2,0
11010,180000,2,1,2,26,-1,-1,0
22254,200000,2,1,2,27,-2,-2,1
11885,120000,1,2,2,26,0,0,0
2717,70000,2,1,2,24,0,0,0
18870,50000,2,1,2,28,-1,2,0
17111,20000,2,2,2,27,0,0,0
4890,70000,2,2,2,36,0,0,0
8649,180000,1,1,1,37,0,0,0
5779,60000,2,3,2,45,0,0,0
20430,10000,1,1,2,24,2,2,1
19339,200000,2,5,2,48,0,0,0
11728,130000,2,3,1,26,0,0,1
13120,120000,2,1,1,42,0,0,0
4651,130000,2,2,1,50,-1,-1,0
18945,200000,2,1,1,30,0,0,0
23524,380000,2,3,1,46,1,-2,0
1352,280000,2,1,1,39,-1,0,1
13680,60000,1,2,2,28,0,0,1
9338,70000,2,2,2,23,-1,0,1
9994,120000,2,2,1,29,-1,-1,1
16505,10000,1,3,2,25,0,0,0
4911,60000,2,1,2,34,2,-1,0
13702,200000,2,2,2,36,0,0,0
10748,310000,1,3,1,32,0,0,0
19575,190000,2,3,1,43,0,0,0
19413,60000,2,2,2,27,0,0,0
15052,200000,1,1,3,45,0,0,0
15445,50000,1,3,2,30,0,0,0
11031,20000,1,2,2,24,0,0,1
10858,300000,2,1,2,27,-1,-1,0
19776,110000,2,2,1,42,0,0,0
1700,300000,1,1,2,31,-1,-1,0
21991,50000,2,2,2,29,0,0,0
21371,180000,1,2,1,55,-1,-1,1
19361,20000,2,2,1,34,0,0,1
14276,500000,2,2,1,42,0,0,0
15630,180000,2,2,1,34,2,-1,0
6770,60000,2,1,1,25,0,0,0
5834,30000,2,2,1,26,1,2,0
19749,440000,2,2,2,39,0,0,0
4663,50000,2,3,2,23,0,0,0
9187,100000,1,2,1,35,-1,-1,0
9449,80000,2,1,2,22,0,0,0
15886,10000,2,2,1,31,3,2,0
16298,30000,2,3,1,36,2,0,1
13520,70000,2,2,1,33,0,0,0
16392,180000,2,2,1,34,0,-1,1
16202,400000,2,2,1,43,0,0,0
16632,30000,1,3,2,35,1,2,1
15482,150000,1,1,1,37,-2,-2,1
10807,80000,1,1,2,36,-2,-2,0
3638,20000,1,2,1,34,0,0,1
5155,180000,2,1,1,47,-1,-1,0
20116,280000,2,1,1,37,-1,-1,0
18913,280000,2,1,2,28,-1,-1,0
12073,120000,1,1,1,36,2,0,1
19858,340000,2,1,2,38,0,0,0
8976,180000,2,2,2,33,0,0,0
13074,180000,2,1,2,28,-2,-2,0
15048,50000,1,3,1,44,0,0,0
10734,310000,2,1,1,32,0,0,0
15573,220000,1,2,1,55,-1,-1,0
15841,360000,2,2,1,27,-2,-2,0
17134,20000,2,3,1,27,3,2,1
1291,20000,2,1,2,23,0,0,0
16768,100000,1,3,2,35,1,2,1
13479,30000,1,2,3,43,2,2,1
6765,80000,2,1,1,29,-2,-2,0
2920,200000,2,2,1,48,0,0,0
9105,290000,2,1,1,39,1,-1,0
4714,20000,1,1,2,25,0,0,0
21300,280000,1,2,1,53,0,0,1
1232,680000,1,1,2,37,0,0,0
21149,140000,1,2,1,39,0,0,0
14828,100000,2,1,2,42,0,-1,0
18564,160000,2,2,1,25,0,0,0
14639,30000,1,3,2,41,1,-2,0
18893,200000,2,2,2,28,1,2,1
5288,200000,2,2,3,57,0,0,0
23293,150000,2,2,2,30,0,0,0
19557,30000,2,2,1,29,2,2,1
13648,120000,2,1,2,30,-1,2,1
684,310000,2,2,2,28,0,0,0
22997,500000,2,1,1,39,-2,-2,0
23991,60000,1,2,2,26,0,0,0
16568,80000,1,2,2,29,1,2,0
20378,10000,1,2,2,21,2,0,1
12542,290000,1,1,1,38,2,2,1
10488,170000,2,1,1,33,0,0,1
720,80000,2,2,2,48,0,0,0
2184,150000,2,1,1,55,-1,-1,0
18444,100000,2,2,2,24,2,3,1
7343,20000,2,1,3,51,-1,-1,0
7270,260000,2,1,1,42,0,-1,0
20571,100000,1,1,2,26,0,0,0
12443,500000,1,3,2,51,-1,-1,0
1834,60000,1,3,2,24,0,0,0
13545,20000,1,1,2,28,1,-2,0
14974,30000,1,3,1,55,2,2,1
14942,100000,2,2,1,39,2,2,1
12574,10000,2,3,1,49,-1,-1,1
426,80000,2,2,1,32,-1,-1,0
1920,20000,1,2,1,33,0,0,0
13659,310000,2,3,2,36,-1,-1,0
5033,20000,2,1,2,23,0,0,0
19464,290000,2,1,1,37,-1,-1,0
4122,140000,2,2,1,41,0,0,0
13811,40000,1,1,1,47,2,2,0
10386,450000,1,1,1,54,-1,-1,0
13646,230000,1,2,2,32,0,0,0
16217,50000,2,2,1,31,0,0,0
11609,80000,2,2,1,43,1,2,0
16077,100000,2,2,1,42,0,0,0
9638,20000,2,2,2,22,0,0,0
17935,150000,1,1,3,45,0,0,0
19818,20000,2,2,2,33,2,0,1
2113,50000,2,2,1,43,0,0,0
2816,50000,2,2,2,49,0,0,0
7490,200000,2,3,1,40,0,0,0
1258,180000,2,1,2,28,-1,-1,0
5695,210000,1,1,1,39,-2,-2,1
270,50000,1,2,2,27,3,2,1
5344,10000,1,3,2,31,0,0,0
15174,30000,2,1,2,23,0,0,0
14612,150000,1,2,2,28,0,0,0
13515,290000,2,1,1,45,-1,-1,0
23557,500000,2,2,2,39,0,0,0
20593,50000,1,2,2,27,0,0,0
20799,10000,1,2,1,37,0,0,0
17667,210000,2,2,2,41,0,0,0
11931,10000,2,5,2,21,0,0,0
19728,140000,2,2,2,30,0,0,1
1856,220000,2,2,1,54,-1,-1,0
23618,20000,2,2,1,42,0,0,1
6248,210000,2,1,2,30,1,-1,0
8477,50000,1,2,2,31,0,0,0
23028,210000,2,1,2,35,-2,-2,0
14195,340000,2,1,2,42,0,0,1
2936,20000,2,2,1,35,1,2,1
14059,50000,1,2,1,46,0,0,0
12818,250000,1,2,1,44,-1,0,0
23420,150000,2,2,1,32,1,-1,0
1797,280000,1,2,1,33,0,0,0
13056,230000,1,3,2,29,1,2,0
7905,90000,2,1,1,50,0,0,0
14278,20000,2,2,3,47,1,2,0
16051,150000,2,2,1,45,-1,-1,0
16253,200000,2,2,1,45,0,0,0
12399,400000,2,1,2,29,1,2,0
13299,200000,2,1,2,25,-1,-1,0
3959,50000,2,1,2,42,0,0,1
14156,20000,2,2,2,34,-1,-1,0
8295,140000,1,1,2,28,0,0,1
23125,230000,2,2,2,30,-1,-1,1
3078,240000,1,2,1,48,0,-1,1
7696,120000,2,1,2,27,-2,-2,0
17846,130000,1,2,2,22,0,0,0
3596,210000,1,3,2,66,0,0,0
23202,400000,2,2,1,34,-1,-1,0
