Ref.No,X16,X17,X18,X19,X20,X21,X22,X23
18985,138520,141280,9100,9859,4147,3691,3700,3729
7248,19759,19160,1609,0,5148,0,0,0
19156,1838,690,1808,5054,3109,9,693,3579
19006,120030,122510,4200,5800,5800,4300,4500,4500
11072,1614,324,303,5041,1,1622,325,316
19218,139343,141859,4841,5047,4922,4926,5105,5500
8587,61442,63422,3000,2500,2500,3000,3000,2651
14715,33810,32788,1719,1783,1200,1200,1500,1000
8100,50544,50555,2200,5300,2000,2000,2000,2000
11700,0,0,1500,1060,30,0,0,0
707,51507,50616,2500,2500,2000,2000,3200,2000
18915,61960,65233,0,3000,3000,3000,5000,0
12954,0,0,0,0,0,0,0,0
11983,799,4295,2000,2305,4720,0,4305,0
14291,8793,9138,2500,2000,324,1000,1000,500
7721,19522,21775,1321,1400,1000,1000,2583,0
5939,39580,40920,2000,2000,1500,2000,2000,2000
10717,37542,34812,49349,3045,5028,5034,5024,5002
10236,-1,-1,1700,2400,2000,0,0,0
7555,15925,15441,0,2000,1000,1542,764,3000
5709,102498,80469,10000,10000,5000,6000,5000,5000
4896,5814,10942,3724,7448,0,5814,8852,0
13238,661,658,495,1862,230,661,658,532
18633,27503,27045,1500,1800,1400,1000,1000,1000
13675,14596,14212,0,0,1000,900,0,1431
7563,22974,19539,3000,2000,1500,2000,0,8000
403,2344,822,2091,384,0,2344,0,472
21397,1368,1538,11360,13469,9327,1368,1538,15605
16257,1283,3000,2464,5890,1113,1283,3000,883
10640,22373,23352,2000,3000,1000,2000,1500,1000
1978,10159,11734,990,8089,2186,1159,1734,1200
9381,12509,64218,1300,2000,1000,2000,52292,2200
7816,5107,1893,3276,4057,1196,5123,6,2539
20059,317,728,286,14255,10071,317,728,16312
13255,12582,12088,1500,2800,0,0,0,0
4059,90818,96316,9952,10,87170,10013,10008,20039
16289,26209,25325,1800,1500,1450,1500,1500,1500
180,10662,11486,5800,1000,600,400,1000,0
5794,18826,19213,1298,0,1829,0,849,822
6016,0,0,0,0,0,0,0,0
21924,42706,43513,1800,1800,1700,1500,1600,2000
14216,0,0,0,0,0,0,0,2274
22156,36630,38871,3000,8000,0,3000,3000,2000
664,5810,390,1300,1000,120,200,390,1170
7252,16858,17193,1258,1270,591,612,615,637
3199,20164,19771,4663,0,1000,1000,5000,0
23294,2765,900,1872,2517,3339,2765,900,2575
14589,154010,134334,0,0,500,0,6267,2257
18838,47200,59843,15943,27878,22572,17200,19843,96632
21399,2139,993,3011,7545,502,2205,5,1799
18616,87644,82077,5407,9145,12,3004,3000,4370
13751,8517,23960,8406,14307,6000,0,23960,1000
18935,38114,40332,3000,0,3000,3000,3000,5000
23705,44193,44838,3000,3000,1800,0,1500,2300
15278,82150,84818,5300,3500,3000,3000,4000,4000
20932,2043,1019,3282,2306,4930,2049,1019,2580
9066,53308,54366,1878,1800,2647,1892,1901,1728
10629,2500,0,0,0,0,2500,0,0
16847,20069,20210,6004,1805,1255,1003,1111,3002
3337,23229,22708,0,2500,0,2000,0,1000
12628,0,0,0,5000,0,0,0,0
9706,46258,47340,4100,0,1723,3600,2000,2780
5624,0,0,0,0,0,0,0,0
22707,7756,4906,3937,6164,3612,7761,4906,3632
13863,780,467,390,5248,5,780,467,3513
19381,8016,5768,32905,14458,18061,8016,5768,7229
5277,58664,59323,2300,2578,2039,2088,2767,1750
7436,98310,95726,3647,4198,3490,3800,3920,3447
10750,-2900,-2900,0,0,0,0,0,0
10820,1596,2970,1393,1393,1543,1596,2970,0
21569,46921,41072,3238,3103,3000,1800,1500,1700
4707,737,407,737,737,407,737,407,1232
14776,28976,29719,0,1680,2752,59358,1231,1200
12214,1132,2072,1033,3667,2300,1132,2072,2692
10699,0,0,0,0,0,0,0,0
17731,2580,6941,0,0,2580,0,6941,0
19228,17990,15735,3000,5007,10000,5011,5000,10000
15651,5958,1448,1600,14562,6969,5958,1448,101434
12075,9222,9568,1500,1500,500,500,500,1000
11356,0,7632,5184,5719,0,0,7632,0
20371,1275,1275,1069,1240,3840,1275,0,0
6019,20364,20134,1200,1300,1000,1000,1000,1000
11152,10044,10009,1400,0,1000,0,515,344
5652,1583,1320,0,4294,0,0,150,0
7574,276026,271408,10600,9300,20000,10000,0,11000
5458,28468,3875,0,0,0,1603,3875,55
3263,1657,325,991,1316,0,1657,325,325
14057,13088,23174,16231,8405,25062,13088,23174,8556
6920,37647,38268,2500,1877,2000,3000,1400,5000
21172,27128,29992,2300,1487,21704,3000,15000,18300
8118,44311,20056,6482,3440,2046,4311,5056,1169
13989,19565,19531,1772,1301,835,856,854,672
4039,3985,3169,1140,1048,163,135,151,2000
15507,80611,89870,5000,2200,4035,12200,10000,0
8115,13468,6144,1000,0,2400,100,0,57258
12121,195670,198611,10000,8000,2000,9000,8000,110000
13468,2818,2455,5112,7283,0,3000,2455,1285
46,0,0,0,0,0,0,0,0
13314,28819,29201,0,0,1300,2123,1000,2000
656,3866,3526,3597,5672,5427,3885,3543,3519
11972,19232,15608,0,1500,805,7000,542,242
20716,27495,27914,1706,1738,1748,1130,1011,1016
3160,989,4647,1733,2492,2637,992,4667,277
13902,11188,13306,10000,92,15000,0,3000,4000
14464,846,790,4769,19629,157,0,790,860
3033,2040,0,753,547,2,2042,0,0
2562,153230,155159,7000,9000,11550,0,5389,5338
4218,41966,48865,2100,0,3400,0,7800,0
15327,776,776,70000,792,1552,0,776,3676
17974,22983,25607,0,0,3000,0,3000,0
19807,80736,93354,10000,15000,20000,20000,15000,20000
11798,61917,63880,5000,5000,5000,5000,3000,3000
4191,6916,8790,3011,3007,3019,2004,3044,93462
16489,38013,0,5328,0,0,760,0,0
7476,0,200,0,0,0,0,200,159200
17594,130334,0,3541,3497,2875,2607,0,0
12888,28877,30237,2000,2000,2000,2000,2000,2000
16626,33755,34565,2000,1900,1300,1300,1500,1500
13693,53057,52908,2743,2668,1712,1762,1894,1670
23989,0,0,1086,1000,0,0,0,0
5151,7366,8044,1200,0,300,1000,800,0
3360,53693,48731,3000,1944,5000,3692,0,2000
3410,2378,6344,355,355,1204,2378,6344,14889
22875,5697,47830,3000,3000,1156,1000,46793,1760
18157,42298,43464,3700,5700,3100,2000,2000,1700
4016,85636,91007,0,0,3200,0,6803,6950
477,29106,29638,1800,1500,1200,1203,1166,1000
14855,0,0,3505,0,0,0,0,0
3307,653,0,0,0,0,653,0,0
21544,0,18300,1130,2227,200,0,18300,0
12390,14792,15145,1250,1537,600,550,600,800
4220,0,0,0,0,0,0,0,0
782,1313,1085,2184,5,1180,1316,1088,0
4840,0,0,316,326,4007,0,0,0
6719,44892,76088,4012,2008,3008,9056,36100,22500
11802,2800,0,0,1000,1828,1500,0,3000
949,113437,164377,40012,10020,40069,25005,100000,51305
12911,57700,58817,2028,1007,57113,2092,2400,1800
10373,0,0,4974,0,0,0,0,0
5106,31184,28641,1816,1750,1045,1123,1038,2008
717,85145,87049,4000,4000,3500,4000,4000,2500
21923,128752,130651,7227,4486,3557,4235,3593,349
19903,0,0,804,11242,0,0,0,0
3640,44235,45498,3000,1707,1551,1607,2000,2000
4944,26357,26768,1398,1414,1100,1104,1000,1155
9286,19079,19608,2000,4131,1000,1000,1000,1000
18522,15700,5049,10698,3863,56006,5712,1000,100
9924,19285,19565,2051,1653,680,700,700,693
15925,41428,45576,4000,0,3700,0,5000,2000
1572,13868,13502,3001,1000,1000,1700,0,1000
15368,390,390,780,0,0,390,390,87
6733,34944,35498,1549,1541,1212,1200,1000,1000
2542,54563,56013,3000,5000,2000,2000,2500,2300
17635,65245,63647,3700,3000,6100,2000,0,2000
5710,285,-4715,2500,1000,1000,500,0,31000
14458,8256,8957,1300,1128,500,500,1000,500
8026,12107,12907,1184,2100,0,500,1000,0
13974,467,12871,0,10,0,0,12871,0
20232,780,0,1714,1000,780,0,0,0
5092,0,0,12534,0,0,0,0,0
1621,3605,1559,1270,11500,2462,1559,0,3192
2186,18413,18010,1618,1569,631,652,637,541
11618,109072,106848,6200,9900,0,8007,0,5000
7791,0,0,0,0,0,0,0,0
7051,144521,147938,8049,9000,6000,5500,5816,5500
18182,24600,16344,3000,3000,2000,5000,0,5000
21517,60218,55447,2300,0,5000,2511,6,3000
6145,0,0,20039,1860,0,0,0,0
23308,66198,68126,3000,3000,3000,3000,3000,3000
21262,0,0,1218,1453,1525,0,0,0
5206,4072,0,1930,1930,2072,4072,0,0
9552,0,0,0,0,0,0,0,0
6794,78759,78877,5118,3758,3901,2206,3089,3023
14206,94201,97068,6799,5100,3300,3400,7461,3498
9999,0,0,0,0,0,0,0,0
15302,172388,165165,7400,6100,6200,6543,6251,14614
12084,12037,12933,1000,12,0,12037,1100,0
21574,7058,7976,1725,0,1230,1000,1000,0
963,29082,31647,3000,2000,2000,2000,3000,4000
4344,130780,0,10109,10000,10000,10000,20000,16100
20535,55800,56800,2277,3489,1639,1136,1000,0
16682,28878,27655,0,3500,0,1100,1100,2000
9653,316,466,316,316,316,316,466,316
7939,128076,64634,7003,8000,8000,2500,2400,2600
5067,1414,5941,9004,0,4223,1414,5941,2720
14799,0,402,1000,402,0,0,402,19603
12670,0,0,0,0,0,0,0,0
7611,61865,63695,6,62343,0,4500,3000,2500
14887,2533,0,0,0,0,2533,0,500
10667,83359,85837,0,5000,7000,2500,4000,0
10672,0,0,0,0,0,0,0,0
23578,11972,8654,9140,12039,6700,11988,22,8910
10335,19987,19939,3999,44446,41,19995,6000,10305
4729,9466,11300,2500,0,2000,0,2000,400
13831,125294,104545,6006,5005,8500,4392,4000,4000
16449,28993,29409,1607,2010,1505,1001,2007,2007
6235,27363,-4000,2036,1500,1201,1500,2000,2000
5162,19254,16287,3500,0,3000,574,539,342
23594,4990,4940,681,3072,9100,23,4964,1676
10550,256369,212395,10000,15000,9500,11000,9000,6000
23536,3491,1716,1826,2150,316,3491,1716,2706
4001,4081,3686,1533,3897,4081,0,155,96
18802,40968,42321,4000,5390,3000,1453,2000,1677
5308,99057,100984,155000,5000,5000,3537,5000,4000
12235,54040,54805,7000,0,2053,2500,2200,2156
22688,0,0,0,0,0,0,0,0
3022,0,0,1205,9402,0,0,0,0
9522,131067,108683,0,11,0,4561,5007,170806
15099,0,0,0,0,0,0,0,0
19578,57469,58505,0,4327,3000,2200,2100,0
20898,4549,4549,10000,2000,2000,0,0,3000
2136,18812,17663,2027,2000,1007,1031,2000,10000
16444,0,0,0,0,0,0,0,930
5634,281158,288051,13000,10515,9884,11000,11425,11700
7643,16089,20743,3210,2000,1600,871,5214,300
11649,24843,19576,1641,1300,1629,0,1000,1007
10578,0,0,0,200,2500,0,0,0
23781,0,0,1605,4200,2461,0,0,230
14619,6981,12157,3000,5000,5828,6981,6157,6342
23009,8053,10363,10483,6998,17186,8054,10375,6929
20514,20000,16433,18965,1391,1207,602,707,672
12504,9400,13039,0,0,0,9400,13039,0
16395,119,9416,5590,8489,18443,0,9416,2328
19165,2131,0,3411,2131,2131,2131,0,5354
15308,41334,42664,7000,16000,0,3000,2000,2000
16729,18727,19116,2084,2500,1135,497,514,335
7748,48976,15319,21532,0,4920,49221,15395,0
13699,1896,5117,2251,5463,2251,1896,5117,7172
23424,418,0,0,388,0,418,0,238
16605,173487,177195,2000,2100,2500,185957,6500,6100
18088,0,0,14341,14468,2295,0,0,0
1582,18126,18827,1400,1400,1000,700,1600,0
15498,54764,58862,3000,3000,2000,0,5000,3000
8666,122457,125487,6500,7500,5000,4700,5228,4500
12303,0,0,2034,0,0,0,0,0
16788,17331,16973,1500,1500,2000,2000,0,3600
16960,0,0,1400,0,0,0,0,0
13429,18992,9697,9289,300,332,400,358,350
22491,0,0,0,0,0,0,0,0
4710,4176,189,33548,17732,1862,4188,189,7324
21418,48724,48875,6450,7000,5000,2000,2000,2000
23867,165582,168952,6000,8000,13500,4110,6200,13600
9712,18659,18918,2020,3128,1000,656,645,630
3006,2291,36491,1500,2000,2000,1000,37500,1000
11101,68538,78911,2375,2395,2397,2583,12000,2583
12386,8372,9240,2000,2043,1000,1000,1390,1150
20578,20334,19050,0,0,0,20334,0,21573
14002,854,10854,0,7439,0,854,10000,13313
21704,29620,23384,1931,1626,1760,841,1000,1000
12923,63979,63733,0,3000,5010,0,5000,0
896,100,100,100,100,100,100,100,100
11572,0,0,0,0,0,0,0,0
18056,40981,43634,2000,1731,1955,1454,3300,0
15426,0,1420,1110,1500,1000,0,1420,0
6135,460,861,168,1206,300,460,861,7595
15855,83773,85532,3500,4000,3000,3146,3260,3200
7474,0,0,499,0,0,0,0,0
6530,18302,18337,1600,1600,1000,663,654,651
8774,19741,19901,2089,1580,1000,1000,1500,1500
14488,59518,60491,2500,2000,2500,6000,2100,0
13561,0,0,0,0,0,0,0,0
11888,2800,0,2819,0,200,0,0,0
23571,4696,58292,5177,4199,7507,4696,58292,36000
23910,316,151,0,0,481,0,0,0
17497,8723,7254,2158,1708,1411,4,21,220
18044,30506,29860,4000,4695,2300,2500,2000,3000
10999,10117,1875,5841,5280,15587,325,0,1400
6037,0,5000,5000,5000,0,5000,5000,470
11583,50207,10298,2037,1000,10740,50207,10298,17413
23327,-81334,142645,5000,6000,5020,81569,331788,10002
19227,15728,17082,1520,1234,1243,563,1609,1500
15821,26808,27599,1400,1700,1900,557,1000,2000
9579,47255,47255,4300,3000,2000,1700,1800,1664
15023,20059,20513,2000,1700,1300,1008,1700,1000
1734,11705,10007,2039,2007,1000,1000,600,2000
4287,19690,19986,2006,2041,2001,4004,2006,2000
17143,37721,39965,2820,6000,0,0,3000,0
6827,109798,107372,10800,3808,0,4000,5000,5000
788,16160,32519,200,1950,11692,10000,20000,6000
8460,19005,772,2138,1400,431,380,772,8
12842,36772,16157,9070,117146,1793,959,343,28763
13126,0,0,0,0,0,0,0,0
10931,78149,70379,50390,20000,20000,15000,40000,40000
11305,-3634,-3634,9027,3634,0,1907,0,210000
5580,27616,27903,2000,0,3509,0,1128,0
13808,27204,9662,3189,1500,101,1590,0,194
1568,77333,79113,4700,3538,3000,3000,3000,5000
15118,40973,39671,4000,1500,0,1275,1377,1882
15788,86011,81276,3600,3990,2700,2300,2300,3000
291,325,-339603,898,325,898,325,0,345293
5122,123,280,0,123,200,123,280,151
9138,6491,1262,15089,32130,4476,6619,1262,1974
11492,58333,59373,3814,2931,2045,2117,2010,1853
7544,50577,41585,2300,50577,2000,2000,1488,1542
18978,42144,43114,2000,2000,2000,2000,1800,1800
11148,0,785,3595,1537,363,0,785,0
18168,56526,776,1530,34229,44258,56526,776,2131
7815,16340,3396,3000,6000,5000,327,3396,1680
16373,28469,29058,1215,1230,1236,798,822,1079
15037,475,5038,1375,14111,0,477,5063,415
17622,416,416,416,416,832,416,416,416
4416,0,0,390,780,0,0,0,0
5589,15936,1518,10004,3012,1000,1000,1518,20911
8047,29425,28662,0,1000,1000,3200,0,0
20367,10598,10122,2500,2142,2254,680,491,340
13030,255,678,0,264,264,255,687,0
17582,28249,23580,0,2000,1507,3100,3100,3100
3400,1377,1080,1056,1000,40,1377,1080,382
9517,72069,61925,2924,2555,1515,37056,2413,1522
269,34762,35673,1600,1600,1500,1500,1500,1500
12185,64403,64948,2303,2400,2500,2500,2300,2400
9313,53186,52136,3207,3042,2100,2008,2508,2000
1706,12274,15049,2400,0,7000,0,3000,4000
14841,-11,2216,2505,5,12,0,2227,0
17993,223882,130672,50000,100448,7015,6422,6086,4000
11270,156655,157536,20030,20000,10070,10037,13137,10052
1013,22809,12415,30323,10973,8112,22923,12476,6728
2209,390,0,0,1000,0,1000,0,780
6508,814,2294,0,0,4135,0,2294,7368
14730,14758,15442,4512,2010,1000,1000,1000,0
16964,59620,60819,2600,2700,2300,2400,2300,2400
19112,17239,10231,1300,1500,1200,467,400,500
21034,20041,19582,0,2921,0,1702,0,1594
9619,0,0,1618,1647,1050,0,0,0
13822,171145,174076,10000,9200,6300,6200,6600,9000
4046,18038,16145,1400,1600,600,771,1000,305
20133,10267,9578,1300,2000,1500,1000,1500,2500
23270,5123,0,1607,4305,1000,5123,0,2810
8765,29625,30404,3018,1500,1000,1001,1191,1000
19078,41698,43976,2000,2000,1800,0,3434,1708
11765,0,0,0,0,0,0,0,0
21075,1100,1100,1260,325,1000,1100,0,0
7880,206167,210100,9657,19253,0,7641,7522,7949
14650,175918,179441,15000,6800,6500,6600,6600,5200
15315,66249,67637,2230,2306,2356,2372,2456,2631
2749,153375,105491,8500,5950,4000,3000,6000,30588
6130,0,0,5000,0,0,0,0,0
2857,17356,17200,1498,1200,365,347,344,0
19779,0,0,0,0,0,0,0,0
2777,179505,105229,7800,0,11700,0,3775,7000
12013,48468,49490,2500,2000,2000,2000,1826,2000
20679,0,300,2425,2888,0,0,300,0
17033,0,0,0,0,0,0,0,0
13340,22728,9300,36655,24104,13144,12000,9300,14154
3251,79941,81648,40000,3400,3000,3052,3190,3300
8454,181571,167905,12695,9790,5302,95621,11920,6107
13739,29071,29446,1000,2201,0,2500,1001,6
22544,0,665,0,0,0,0,665,0
3406,12579,11400,1548,1446,14720,427,1000,300
10018,186172,189759,0,14148,11500,0,5324,5500
8210,13618,14619,1300,1217,600,500,1230,0
16995,9472,9671,2078,2144,1400,339,352,500
5083,1468,1644,1690,3780,1468,1468,1644,1363
3450,1435,8480,0,326,326,1440,8521,9592
9988,4990,1598,1400,1000,1009,1000,1598,0
3315,598,-2,0,1096,4,601,0,492
15868,127114,111429,4000,5000,8000,0,5000,5000
2283,85640,79775,3592,3382,3319,3172,4000,2360
3599,650,7574,11901,5758,0,150,7424,0
17382,86139,83743,5005,4500,4006,3000,3000,3000
21700,8246,11095,1500,1300,1200,1000,3000,406
9142,26276,3235,15143,100057,292,10019,16,810
23749,30552,29556,2500,2600,6000,1300,0,1300
17192,111279,125353,3872,5500,4005,3241,15500,4000
20856,48633,56740,9200,9200,9200,9200,9200,0
11681,1257,33592,5067,12290,0,1257,35238,1145
13972,1443,1435,6553,3756,1443,1443,1435,2965
21896,174123,178052,232557,0,7556,6219,6721,7074
2290,16143,16606,4491,1257,565,585,730,1000
11304,582,291,1062,1000,0,582,0,2682
17758,253333,253737,10450,10414,11330,9081,9500,9000
7371,1588,0,1586,0,0,1588,0,0
1076,4681,76728,3889,2412,1698,679,72809,2748
16196,13295,11024,8132,7018,10542,13378,11045,6666
23027,427886,437131,25002,8000,16385,16000,16000,34000
6272,2400,1800,0,0,0,0,0,0
7893,27905,13835,1751,1402,776,773,522,430
8839,4092,0,0,3655,7069,4092,0,0
15714,9263,3693,7244,4000,0,9263,3693,0
13498,1000,0,602,381,2986,1203,0,0
4351,476,476,326,326,326,476,476,326
4095,133985,136151,6005,5005,5005,6005,5005,5005
19366,6727,473,11839,3000,4649,6727,473,1669
19337,28066,28215,2389,2414,2378,892,925,938
11914,6463,2255,1318,1183,1000,0,0,2440
17426,29050,26055,2620,2906,2588,1055,2058,1339
3457,26548,25970,0,12000,1100,1000,0,2500
20265,6200,336,1250,0,3871,6200,336,0
17461,390,780,780,0,780,0,780,0
7568,18954,11876,11876,11876,11876,18954,5000,11876
18039,51286,55077,2500,0,4500,0,4800,1600
528,167159,170894,0,6200,6000,6000,6500,6000
7605,11560,21808,9086,9219,147,4200,11808,4067
13688,5541,3141,2297,2203,3957,5557,3150,3056
7906,1132,1397,1289,1970,1132,1132,1397,1397
8565,4679,280,165,6682,10000,4679,280,0
9412,75846,75685,6000,3300,3012,3008,3000,3069
14711,399,0,2779,0,500,399,0,0
19695,45287,44577,2810,2600,2568,3214,0,1630
5182,14733,14820,13921,1528,500,528,655,284
2057,7456,7605,0,1266,258,267,269,278
3114,202578,195567,7611,7484,7109,6969,6661,6426
8287,122247,122574,5000,5000,4300,5000,5158,4200
5128,0,860,2444,1008,1250,0,860,0
14485,146351,149667,10000,9000,6000,6000,6000,6000
18226,9890,10479,2600,1200,0,503,900,0
6726,5603,6352,2500,0,1500,0,1000,1000
11243,151978,148131,16441,5500,5800,5400,5000,0
898,136283,145012,5600,0,11000,0,11000,5656
16147,7628,2746,9284,6960,6055,7651,8,5159
18220,0,0,0,0,0,0,0,0
8891,47675,48074,2157,2000,1668,2000,3000,1000
23983,79701,81282,3300,2800,3000,6000,3000,0
12802,7370,7371,1200,1257,1000,420,502,500
22136,11024,9798,1200,1751,1027,250,385,1000
12946,6674,0,67568,0,0,6674,0,0
22770,2143,1723,694,1000,1000,47,0,3354
23706,298068,293489,11000,15000,10000,10003,10000,11000
13546,0,0,0,0,0,0,0,0
23932,7204,6943,3500,1000,1000,1000,0,1000
17076,27562,26129,1600,1500,1500,1200,1078,951
23593,22791,23331,1700,1280,0,814,905,30331
15381,55903,53516,5000,2506,3000,2500,2000,2000
14289,35553,36258,1567,0,1243,1291,1297,1500
20110,27823,0,8765,18728,36430,27906,0,9268
20404,13677,2018,200,198,18156,0,1150,0
10468,107970,103301,6600,3700,0,7500,0,3906
20690,26511,27034,0,0,1730,1200,1100,1151
15935,15145,525,1041,2021,4495,10650,525,0
908,674,0,1500,1000,682,0,0,738
11004,0,0,1600,1738,1829,0,0,0
22757,0,0,1550,1000,0,0,0,0
19231,0,2947,0,0,0,0,2947,4193
16787,0,0,3000,0,0,0,0,0
17347,54797,52759,3527,3000,4000,2500,2000,2100
13728,26254,29645,2000,2500,1500,1500,4000,0
1328,8109,8820,1257,1123,1878,0,1000,0
13721,103039,95803,3504,3500,3800,7500,0,3600
3879,1050,1050,0,0,0,0,0,0
8561,316,316,282,350,316,316,316,316
85,19342,19482,1676,1302,700,699,849,826
18934,17248,17763,1782,1275,1281,617,793,1000
10260,3732,42605,1259,586,3195,3732,42605,30583
2640,94847,35773,4000,5000,2000,4000,5000,6000
660,2875,1047,0,1179,1714,1290,1047,1000
964,24536,22913,1600,1500,1000,1000,1000,1000
2913,3056,2439,2471,6015,0,3056,2439,3026
1287,28279,48934,3000,11000,15000,13000,36000,3000
9926,9687,5526,3000,1000,1000,400,1000,752
14789,30089,27957,0,0,29847,340,0,0
21819,95657,90210,6500,5300,4000,5000,3000,2974
6301,9427,10118,1000,1800,500,0,1000,0
15215,1156,6099,0,0,1545,1156,5000,3000
21194,2949,477,3505,2695,3480,2949,477,1753
2211,1271,179,0,830,0,1271,179,1970
11628,0,0,3,3461,261,0,0,0
10501,24485,18419,3036,2264,858,797,814,2003
20755,16809,18137,3200,2200,0,0,1600,900
9028,70137,11819,12712,5487,5397,70137,11820,7888
15309,17257,17826,0,3200,800,0,1000,3800
946,646,3508,1000,1004,1004,646,3508,0
18369,30174,28603,1762,3500,0,2297,40,1755
5807,11823,669,26034,3182,49174,11823,669,1534
17512,29302,28603,1800,3600,0,1500,1500,3300
11419,0,0,0,0,0,0,0,0
4026,75543,88283,25000,24000,30000,25000,30000,25000
9682,50147,1341,36570,52937,1006,1019,1347,1965
18906,0,0,0,0,0,0,0,5017
4553,142529,229320,32640,18077,12005,10028,28888,25000
1589,1232,201,6364,11728,1532,1234,201,3
9661,29930,29302,0,3000,0,2600,0,1600
7129,5933,4164,6000,15042,5000,0,4164,816
11387,10886,-1000,1500,2000,0,0,0,0
5524,7222,35746,5954,39373,4706,7259,35924,5750
16830,202722,46980,1869,5000,162546,5783,1689,1977
22985,340,1424,1465,2095,1215,340,1424,0
22641,2695,7544,1661,1060,4070,2700,7544,3563
2488,2308,0,552,2531,2327,2308,0,0
1167,100541,96495,5517,5381,3838,3589,3397,3296
17179,71519,63150,6029,30000,7981,3000,3000,3000
20088,25720,23467,3000,1386,1625,4000,3000,3000
7275,420,699,3700,6562,0,0,699,6041
9502,194964,199008,8000,12000,7000,8000,7287,7400
10030,35675,20691,21041,10607,47258,983,20691,23849
13137,7659,-574,5600,1500,0,300,0,6600
9796,52723,56752,7000,3000,2000,3500,5000,3000
16016,20084,20264,1721,2321,1660,3000,1004,1003
7159,57577,58564,2166,2002,2200,2242,2100,2330
3013,26609,27662,1500,1500,1000,1000,1500,1100
14854,228043,234257,10000,10000,8165,9000,10000,7010
9004,29306,29348,0,1800,1000,1041,1138,932
8168,11959,12957,2000,0,0,11959,1200,0
9523,115730,111222,8000,6000,5000,5000,5000,5000
18682,0,0,0,0,0,0,0,3187
9434,1290,5745,2721,660,2315,1290,5745,0
20813,13405,13683,0,1600,2726,0,643,646
9985,1,1,0,3500,0,0,0,0
16030,840,1081,174,2071,150,0,931,0
15112,23494,22978,0,3008,0,2638,0,845
20930,6614,707,4621,4351,1654,6614,707,0
19261,126129,127847,5900,4500,0,5954,3900,4826
8199,44498,45417,1970,2000,3500,1700,1800,0
1764,7958,-196,2065,10556,4170,7963,196,7083
20740,194405,182630,6581,6881,7181,7281,6638,6881
7140,2278,0,1172,1000,186,0,0,0
12256,2001,0,0,590,3617,2001,0,204
14736,5143,1601,3003,97353,33913,5168,1611,0
14365,17993,8662,4176,65,17087,2013,23,32852
6008,58225,58847,2818,2700,2191,2300,2130,2280
15009,22818,24321,0,0,2645,0,2029,1027
22955,28085,28708,5025,5044,2514,988,2004,5000
20940,46685,47272,2021,3259,1754,1665,1723,2099
4927,962,3481,3405,0,0,962,3481,9
3047,313710,309446,0,22200,12000,12000,978,23500
16347,2079,0,0,3450,0,2079,0,0
2506,0,390,390,780,0,0,390,780
23024,22720,23704,0,3100,0,1500,1500,0
19472,17172,18732,2800,0,3000,0,2000,5000
2408,92203,93059,0,3500,6600,0,4000,3000
20606,187714,195702,6600,0,15000,0,11013,5549
334,1600,78388,0,0,0,1600,78388,0
12711,18246,18642,1300,1600,650,700,700,700
20540,0,0,0,0,0,0,0,0
22539,856,6781,2765,28773,0,856,6781,8462
58,132202,129918,8083,7296,5253,4814,4816,3800
3803,2914,1470,62773,0,0,0,1470,58587
2355,0,4210,3128,1712,5000,0,4210,750
7437,16657,13998,4500,0,1000,1000,668,203
13909,169075,172401,7400,6000,6100,6200,6200,6300
14180,87500,89731,3000,120000,823,80000,3684,4500
16129,123250,125926,1500,1000,0,128000,4600,5000
1842,2330,0,0,0,0,2330,0,0
8111,46214,48904,3900,1900,1900,1900,3600,0
7231,-177,2406,2790,1323,156,2,2583,1581
4835,81988,83665,1534,1300,2000,81899,3200,4000
4608,42610,42096,37073,7700,42038,42096,587,9162
13077,91336,84756,3300,3130,3100,3200,3100,3100
1358,11798,0,3000,0,371,1236,0,0
2042,326,326,326,326,326,326,326,326
21690,50652,48476,2300,2215,1900,1800,1920,2300
18961,-792,69708,0,792,0,0,70500,1688
161,27579,28321,3500,0,2200,0,1200,1250
7187,5619,13227,10420,1150,5928,3619,13227,7764
18923,0,0,10000,0,0,0,0,0
9600,0,0,0,0,0,0,0,0
18926,30223,30592,5000,2000,0,4400,1600,0
14174,358,492,803,0,0,359,494,0
2471,103214,88085,4700,3200,3500,3193,0,2304
10769,447203,456453,19850,17200,15853,17000,17000,15740
23987,51518,50713,25000,0,0,1800,108,2400
22439,-510,390,0,2500,0,0,1290,930
10684,19500,10000,1500,1400,380,500,500,0
23400,0,0,0,0,0,0,0,0
9696,17310,18466,2000,5000,6000,626,1441,0
6352,96218,102547,5000,6000,5000,4000,8000,5000
9439,8210,7981,11038,8591,11246,8251,8021,0
2129,18740,19408,1725,1800,3000,1000,1000,657
23584,188593,179309,6702,7000,7000,6500,6600,6230
12201,0,0,0,0,0,0,9000,0
2970,59256,61039,8000,8263,7127,4000,3000,2500
19136,29400,30000,1444,1660,1400,588,600,0
15111,780,0,1000,3000,0,0,0,0
14015,82792,83832,3600,3010,3000,2500,3000,2500
15212,4855,5355,1116,2420,0,800,1000,0
17471,0,0,0,0,0,0,0,0
5057,68565,69784,2900,150,5000,2500,2500,3000
449,30900,0,5000,1485,1956,1500,0,2102
23835,8932,9654,1200,3000,0,2000,1000,2000
20989,214781,219313,10000,11000,10300,7700,8000,8100
361,484612,419643,10000,0,14000,16500,16000,19000
8258,24058,25646,150000,1500,3000,2000,2000,3000
